ace	3500000
ban	3330000
bew	5000000
bjn	3500000
btx	600000
bug	5500000
ceb	15800000
fil	45000000
ilo	6920000
ind	198000000
jav	84300000
kac	900000
khm	17390040
lao	3870000
lus	675000
mad	6770000
mak	2530000
min	5530000
mui	3105000
mya	42875600
pag	1160000
rej	350000
shn	3200000
sun	34000000
tha	60200000
vie	65800000
war	2560000
zsm	13500000
